Price_per_GB,Price_per_TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML,,,,
$0.02 ,$24.14 ,$24 ,1 TB,,Internal,SAS,Used,"Seagate Constellation.2 HDD-ST91000640SS 1TB 7200 RPM 64MB Cache 2.5"" SAS 6Gb/s Internal Enterprise Hard Drive","<a href=""https://www.amazon.com/dp/B00724D7AM"">Seagate Constellation.2 HDD-ST91000640SS 1TB 7200 RPM 64MB Cache 2.5"" SAS 6Gb/s Internal Enterprise Hard Drive</a>","<a href=""https://www.amazon.com/dp/B00724D7AM"">Seagate Constellation.2 HDD-ST91000640SS 1TB 7200 RPM 64MB Cache 2.5"" SAS 6Gb/s Internal Enterprise Hard Drive</a>",,,
$0.02 ,$24.16 ,$290 ,12 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital 12TB WD Purple Pro Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD121PURP","<a href=""https://www.amazon.com/dp/B0966V6YJB"">Western Digital 12TB WD Purple Pro Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD121PURP</a>","<a href=""https://www.amazon.com/dp/B0966V6YJB"">Western Digital 12TB WD Purple Pro Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD121PURP</a>",,,
$0.02 ,$24.17 ,$290 ,12 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital 12TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD121KFBX","<a href=""https://www.amazon.com/dp/B07RTMPWD8"">Western Digital 12TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD121KFBX</a>","<a href=""https://www.amazon.com/dp/B07RTMPWD8"">Western Digital 12TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD121KFBX</a>",,,
$0.02 ,$24.18 ,$338 ,14 TB,,Internal,SAS,New,HGST 0F31052 3.5inch 14TB 7200RPM 512MB SAS 12Gb/s 512e SE Ultrastar DC HC530 Bare,"<a href=""https://www.amazon.com/dp/B07NBNHZ8G"">HGST 0F31052 3.5inch 14TB 7200RPM 512MB SAS 12Gb/s 512e SE Ultrastar DC HC530 Bare</a>","<a href=""https://www.amazon.com/dp/B07NBNHZ8G"">HGST 0F31052 3.5inch 14TB 7200RPM 512MB SAS 12Gb/s 512e SE Ultrastar DC HC530 Bare</a>",,,
$0.02 ,$24.20 ,$97 ,4 TB,3 months,"Internal 3.5""",HDD,Used,Seagate Constellation ES.3 ST4000NM0053 4TB SATA 6Gb/s 128MB Cache 7200RPM 3.5inch Internal Enterprise Hard Drive - 5 Year Warranty (Renewed),"<a href=""https://www.amazon.com/dp/B085Q4SQ2Q"">Seagate Constellation ES.3 ST4000NM0053 4TB SATA 6Gb/s 128MB Cache 7200RPM 3.5inch Internal Enterprise Hard Drive - 5 Year Warranty (Renewed)</a>",,,,
$0.02 ,$24.22 ,$194 ,400 GB x20,,Tape,LTO-3,New,20 Pack SONY LTX400G - 400/800GB LTO ULTRIUM 3 Data Cartridge,"<a href=""https://www.amazon.com/dp/B01LXAJ7U1"">20 Pack SONY LTX400G - 400/800GB LTO ULTRIUM 3 Data Cartridge</a>",,,,
$0.02 ,$24.33 ,$73 ,3 TB,,"Internal 3.5""",HDD,Used,Toshiba 3.5-Inch 3TB 7200 RPM SATA3/SATA 6.0 GB/s 64MB Hard Drive DT01ACA300,"<a href=""https://www.amazon.com/dp/B00B229W04"">Toshiba 3.5-Inch 3TB 7200 RPM SATA3/SATA 6.0 GB/s 64MB Hard Drive DT01ACA300</a>","<a href=""https://www.amazon.com/dp/B00B229W04"">Toshiba 3.5-Inch 3TB 7200 RPM SATA3/SATA 6.0 GB/s 64MB Hard Drive DT01ACA300</a>",,,
$0.02 ,$24.34 ,$97 ,4 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital 4TB WD Red NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, SMR, 256MB Cache, 3.5"" - WD40EFAX","<a href=""https://www.amazon.com/dp/B083XVY99B"">Western Digital 4TB WD Red NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, SMR, 256MB Cache, 3.5"" - WD40EFAX</a>","<a href=""https://www.amazon.com/dp/B083XVY99B"">Western Digital 4TB WD Red NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, SMR, 256MB Cache, 3.5"" - WD40EFAX</a>",,,
$0.02 ,$24.37 ,$195 ,8 TB,5 years,"Internal 3.5""",HDD,New,"Seagate Exos 7E8 8TB Internal Hard Drive HDD – CMR 3.5 Inch 6Gb/s 7200 RPM 128MB Cache for Enterprise, Data Center – Frustration Free Packaging (ST8000NM000A)","<a href=""https://www.amazon.com/dp/B07SW18G1K"">Seagate Exos 7E8 8TB Internal Hard Drive HDD – CMR 3.5 Inch 6Gb/s 7200 RPM 128MB Cache for Enterprise, Data Center – Frustration Free Packaging (ST8000NM000A)</a>","<a href=""https://www.amazon.com/dp/B07SW18G1K"">Seagate Exos 7E8 8TB Internal Hard Drive HDD – CMR 3.5 Inch 6Gb/s 7200 RPM 128MB Cache for Enterprise, Data Center – Frustration Free Packaging (ST8000NM000A)</a>",,,
$0.02 ,$24.37 ,$195 ,8 TB,2 years,"External 3.5""",HDD,Used,Seagate STEL8000100 Backup Plus Hub 8TB External Desktop Hard Drive Storage,"<a href=""https://www.amazon.com/dp/B01HD6ZLQ6"">Seagate STEL8000100 Backup Plus Hub 8TB External Desktop Hard Drive Storage</a>","<a href=""https://www.amazon.com/dp/B01HD6ZLQ6"">Seagate STEL8000100 Backup Plus Hub 8TB External Desktop Hard Drive Storage</a>",,,
$0.02 ,$24.40 ,$122 ,5 TB,2 years,"External 3.5""",HDD,Used,"Seagate Backup Plus 5TB External Hard Drive Portable HDD – Silver USB 3.0 For PC Laptop And Mac, 1 year MylioCreate, 2 Months Adobe CC Photography, & 2-Year Rescue Service (STHP5000401)","<a href=""https://www.amazon.com/dp/B07MY44DJS"">Seagate Backup Plus 5TB External Hard Drive Portable HDD – Silver USB 3.0 For PC Laptop And Mac, 1 year MylioCreate, 2 Months Adobe CC Photography, & 2-Year Rescue Service (STHP5000401)</a>","<a href=""https://www.amazon.com/dp/B07MY44DJS"">Seagate Backup Plus 5TB External Hard Drive Portable HDD – Silver USB 3.0 For PC Laptop And Mac, 1 year MylioCreate, 2 Months Adobe CC Photography, & 2-Year Rescue Service (STHP5000401)</a>",,,
$0.02 ,$24.42 ,$293 ,12 TB,,"Internal 3.5""",HDD,New,"Western Digital 12TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD121PURZ","<a href=""https://www.amazon.com/dp/B07DYNG3N8"">Western Digital 12TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD121PURZ</a>","<a href=""https://www.amazon.com/dp/B07DYNG3N8"">Western Digital 12TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD121PURZ</a>",,,
$0.03 ,$24.55 ,$393 ,16 TB,,"Internal 3.5""",HDD,New,"Seagate Exos X24 3.5"" Internal Hard Drive - 16TB, SATA III 6 Gb/s","<a href=""https://www.amazon.com/dp/B0CN5LNQSC"">Seagate Exos X24 3.5"" Internal Hard Drive - 16TB, SATA III 6 Gb/s</a>",,,,
$0.03 ,$24.60 ,$98 ,800 GB x5,,Tape,LTO-4,New,C7974A Lto4 Ultrium 800Gb 1.6Tb Tapes 5 Pack,"<a href=""https://www.amazon.com/dp/B00HCZD17K"">C7974A Lto4 Ultrium 800Gb 1.6Tb Tapes 5 Pack</a>",,,,
$0.03 ,$24.66 ,$37 ,1.5 TB,,Tape,LTO-5,New,Quantum MR-L5MQN-01 Data Cartridge - LTO-5 - 1.50 TB (Native) / 3 TB (Compressed) - 1 Pack - MR-L5MQN-01,"<a href=""https://www.amazon.com/dp/B00TEYH9HK"">Quantum MR-L5MQN-01 Data Cartridge - LTO-5 - 1.50 TB (Native) / 3 TB (Compressed) - 1 Pack - MR-L5MQN-01</a>",,,,
$0.03 ,$24.68 ,$197 ,8 TB,,"Internal 3.5""",HDD,New,"HGST HUH728080ALE600 0F25739 8000GB 7,2K RPM SATA 128MB 3.5"" HDD","<a href=""https://www.amazon.com/dp/B00NP6AOCK"">HGST HUH728080ALE600 0F25739 8000GB 7,2K RPM SATA 128MB 3.5"" HDD</a>","<a href=""https://www.amazon.com/dp/B00NP6AOCK"">HGST HUH728080ALE600 0F25739 8000GB 7,2K RPM SATA 128MB 3.5"" HDD</a>",,,
$0.03 ,$24.70 ,$10 ,400 GB,,Tape,LTO-3,Used,"Ultrium LTO-3 Cartridge, 400GB, Slate Blue Case","<a href=""https://www.amazon.com/dp/B000FSL97U"">Ultrium LTO-3 Cartridge, 400GB, Slate Blue Case</a>","<a href=""https://www.amazon.com/dp/B000FSL97U"">Ultrium LTO-3 Cartridge, 400GB, Slate Blue Case</a>",,,
$0.03 ,$24.75 ,$99 ,4 TB,3 years,"Internal 3.5""",HDD,New,Seagate Skyhawk 4TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 64MB Cache for DVR NVR Security Camera System with Drive Health Management and in-House Rescue Services (ST4000VXZ16/016),"<a href=""https://www.amazon.com/dp/B0B1JPYH2Z"">Seagate Skyhawk 4TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 64MB Cache for DVR NVR Security Camera System with Drive Health Management and in-House Rescue Services (ST4000VXZ16/016)</a>","<a href=""https://www.amazon.com/dp/B0B1JPYH2Z"">Seagate Skyhawk 4TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 64MB Cache for DVR NVR Security Camera System with Drive Health Management and in-House Rescue Services (ST4000VXZ16/016)</a>",,,
$0.03 ,$24.83 ,$149 ,6 TB,,Internal,SAS,Used,HUS726060ALS641 HGST 6TB 7.2K 6G SAS LFF 6G Hard Drive,"<a href=""https://www.amazon.com/dp/B086Q2KN9R"">HUS726060ALS641 HGST 6TB 7.2K 6G SAS LFF 6G Hard Drive</a>","<a href=""https://www.amazon.com/dp/B086Q2KN9R"">HUS726060ALS641 HGST 6TB 7.2K 6G SAS LFF 6G Hard Drive</a>",,,
$0.03 ,$24.83 ,$149 ,6 TB,,Internal,SAS,New,HUS726060AL5210 HGST 6TB 7.2K 12G LFF SAS Hard Drive,"<a href=""https://www.amazon.com/dp/B01BBEQD68"">HUS726060AL5210 HGST 6TB 7.2K 12G LFF SAS Hard Drive</a>","<a href=""https://www.amazon.com/dp/B01BBEQD68"">HUS726060AL5210 HGST 6TB 7.2K 12G LFF SAS Hard Drive</a>",,,
$0.03 ,$24.87 ,$199 ,8 TB,3 years,"Internal 3.5""",HDD,New,SEAGATE SkyHawk 8TB Surveillance Hard SATA 6Gb/s 256MB Cache 3.5-Inch Internal Drive-Frustration Free Packaging (ST8000VX0022),"<a href=""https://www.amazon.com/dp/B07N33PYN4"">SEAGATE SkyHawk 8TB Surveillance Hard SATA 6Gb/s 256MB Cache 3.5-Inch Internal Drive-Frustration Free Packaging (ST8000VX0022)</a>",,,,
$0.03 ,$24.88 ,$20 ,800 GB,,Tape,LTO-4,Used,IBM Refurbish LTO-4 Ultrium Data Tape (800GB/1.6TB) (95P4436) - Seller Refurb,"<a href=""https://www.amazon.com/dp/B003PODVUO"">IBM Refurbish LTO-4 Ultrium Data Tape (800GB/1.6TB) (95P4436) - Seller Refurb</a>",,,,
$0.03 ,$24.88 ,$100 ,4 TB,3 years,"Internal 2.5""",HDD,New,"MDD - MQ04ABB400 4TB 5400RPM 16MB Cache SATA 6.0Gb/s 2.5in Hard Drive (15mm Thickness for TiVo or MiniPC only, not for Laptop) - 3 Year Warranty","<a href=""https://www.amazon.com/dp/B09ZGK7ZPF"">MDD - MQ04ABB400 4TB 5400RPM 16MB Cache SATA 6.0Gb/s 2.5in Hard Drive (15mm Thickness for TiVo or MiniPC only, not for Laptop) - 3 Year Warranty</a>",,,,
$0.03 ,$24.90 ,$25 ,1 TB,1 month,"Internal 3.5""",HDD,Used,Western Digital 1 TB RE3 SATA 3 Gb/s 7200 RPM 32 MB Cache Bulk/OEM Enterprise Hard Drive - WD1002FBYS,"<a href=""https://www.amazon.com/dp/B001TGNGHS"">Western Digital 1 TB RE3 SATA 3 Gb/s 7200 RPM 32 MB Cache Bulk/OEM Enterprise Hard Drive - WD1002FBYS</a>","<a href=""https://www.amazon.com/dp/B001TGNGHS"">Western Digital 1 TB RE3 SATA 3 Gb/s 7200 RPM 32 MB Cache Bulk/OEM Enterprise Hard Drive - WD1002FBYS</a>",,,
$0.03 ,$24.90 ,$299 ,12 TB,3 years,"Internal 3.5""",HDD,Used,"Western Digital 12TB WD Red Plus NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 GB/s, CMR, 512 MB Cache, 3.5"" - WD120EFBX","<a href=""https://www.amazon.com/dp/B08V1L1WYD"">Western Digital 12TB WD Red Plus NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 GB/s, CMR, 512 MB Cache, 3.5"" - WD120EFBX</a>","<a href=""https://www.amazon.com/dp/B08V1L1WYD"">Western Digital 12TB WD Red Plus NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 GB/s, CMR, 512 MB Cache, 3.5"" - WD120EFBX</a>",,,
$0.03 ,$24.93 ,$299 ,12 TB,,"Internal 3.5""",HDD,New,Seagate Exos X18 ST12000NM001J - Hard Drive - 12 TB - SATA 6Gb/s,"<a href=""https://www.amazon.com/dp/B09DVPV5P9"">Seagate Exos X18 ST12000NM001J - Hard Drive - 12 TB - SATA 6Gb/s</a>",,,,
$0.03 ,$24.94 ,$399 ,16 TB,6 months,"Internal 3.5""",HDD,New,"Ubiquiti Enterprise 3.5"" HDD, 16TB (UACC-HDD-E-16TB)","<a href=""https://www.amazon.com/dp/B0D3NVCR9K"">Ubiquiti Enterprise 3.5"" HDD, 16TB (UACC-HDD-E-16TB)</a>",,,,
$0.03 ,$24.94 ,$399 ,16 TB,3 years,"External 3.5""",HDD,New,Oyen Digital Novus 16TB External USB-C 7200RPM Hard Drive,"<a href=""https://www.amazon.com/dp/B084P7LYVY"">Oyen Digital Novus 16TB External USB-C 7200RPM Hard Drive</a>",,,,
$0.03 ,$24.94 ,$399 ,16 TB,3 months,"External 3.5""",HDD,Used,WD 16TB My Book Duo Desktop RAID External Hard Drive - USB 3.1 - WDBFBE0160JBK-NESN (Renewed),"<a href=""https://www.amazon.com/dp/B07X2LJJSL"">WD 16TB My Book Duo Desktop RAID External Hard Drive - USB 3.1 - WDBFBE0160JBK-NESN (Renewed)</a>",,,,
$0.03 ,$24.96 ,$125 ,5 TB,1 year,"External 3.5""",HDD,Used,"Seagate Game Drive for Xbox 5TB External Hard Drive Portable HDD - USB 3.2 Gen 1, Black with Built-in Green LED bar, Xbox Certified, 3 Year Rescue Services (STKX5000403)","<a href=""https://www.amazon.com/dp/B0DBZ7DDFT"">Seagate Game Drive for Xbox 5TB External Hard Drive Portable HDD - USB 3.2 Gen 1, Black with Built-in Green LED bar, Xbox Certified, 3 Year Rescue Services (STKX5000403)</a>","<a href=""https://www.amazon.com/dp/B0DBZ7DDFT"">Seagate Game Drive for Xbox 5TB External Hard Drive Portable HDD - USB 3.2 Gen 1, Black with Built-in Green LED bar, Xbox Certified, 3 Year Rescue Services (STKX5000403)</a>",,,
$0.03 ,$24.96 ,$599 ,24 TB,3 years,"External 3.5""",HDD,New,Oyen Digital Novus 24TB External USB-C Rugged Desktop Hard Drive,"<a href=""https://www.amazon.com/dp/B0D6CPTDMS"">Oyen Digital Novus 24TB External USB-C Rugged Desktop Hard Drive</a>",,,,
$0.03 ,$24.99 ,$200 ,8 TB,,"Internal 3.5""",HDD,New,Seagate Skyhawk AI 8TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-house Rescue Services (ST8000VEZ01),"<a href=""https://www.amazon.com/dp/B08KTM4SNY"">Seagate Skyhawk AI 8TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-house Rescue Services (ST8000VEZ01)</a>","<a href=""https://www.amazon.com/dp/B08KTM4SNY"">Seagate Skyhawk AI 8TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-house Rescue Services (ST8000VEZ01)</a>",,,
$0.03 ,$24.99 ,$25 ,1 TB,3 months,"Internal 3.5""",HDD,Used,Western Digital WD1002FBYS 1TB SATA Hard Drive (Renewed),"<a href=""https://www.amazon.com/dp/B081QXJQR1"">Western Digital WD1002FBYS 1TB SATA Hard Drive (Renewed)</a>",,,,
$0.03 ,$24.99 ,$30 ,1.2 TB,,Internal,SAS,Used,"HGST 1.2TB HDD 10K RPM 2.5"" 12Gb/s SAS Hard Disk Drive Model: HUC101812CSS200 DP/N: 0KV02","<a href=""https://www.amazon.com/dp/B07XR6KDQ4"">HGST 1.2TB HDD 10K RPM 2.5"" 12Gb/s SAS Hard Disk Drive Model: HUC101812CSS200 DP/N: 0KV02</a>","<a href=""https://www.amazon.com/dp/B07XR6KDQ4"">HGST 1.2TB HDD 10K RPM 2.5"" 12Gb/s SAS Hard Disk Drive Model: HUC101812CSS200 DP/N: 0KV02</a>",,,
$0.03 ,$25.00 ,$300 ,12 TB,1 year,"External 3.5""",HDD,New,Seagate Expansion Desktop 12TB External Hard Drive HDD - USB 3.0 for PC Laptop (STEB12000400),"<a href=""https://www.amazon.com/dp/B088PBV65K"">Seagate Expansion Desktop 12TB External Hard Drive HDD - USB 3.0 for PC Laptop (STEB12000400)</a>","<a href=""https://www.amazon.com/dp/B088PBV65K"">Seagate Expansion Desktop 12TB External Hard Drive HDD - USB 3.0 for PC Laptop (STEB12000400)</a>",,,
$0.03 ,$25.00 ,$100 ,4 TB,2 years,"External 3.5""",HDD,New,BUFFALO DriveStation 4TB High Speed 7200RPM TAA Desktop External Hard Drive USB 3.2,"<a href=""https://www.amazon.com/dp/B013P0JGEW"">BUFFALO DriveStation 4TB High Speed 7200RPM TAA Desktop External Hard Drive USB 3.2</a>",,,,
$0.03 ,$25.00 ,$100 ,4 TB,2 years,"External 3.5""",HDD,New,"Toshiba Canvio Advance 4TB Portable External Hard Drive USB 3.0, Red - HDTCA40XR3CA","<a href=""https://www.amazon.com/dp/B08JKL5FN6"">Toshiba Canvio Advance 4TB Portable External Hard Drive USB 3.0, Red - HDTCA40XR3CA</a>",,,,
$0.03 ,$25.00 ,$100 ,4 TB,2 years,"Internal 2.5""",HDD,New,"MDD MQ04ABB400 4TB 5400RPM 16MB Cache SATA 6.0Gb/s 2.5in Hard Drive (15mm Thickness for TiVo, MiniPC, CCTV DVR only, NOT for Laptop)","<a href=""https://www.amazon.com/dp/B0B148JDG2"">MDD MQ04ABB400 4TB 5400RPM 16MB Cache SATA 6.0Gb/s 2.5in Hard Drive (15mm Thickness for TiVo, MiniPC, CCTV DVR only, NOT for Laptop)</a>",,,,
$0.03 ,$25.00 ,$125 ,5 TB,3 years,"External 3.5""",HDD,Used,"WD 5TB My Passport Ultra, Blue, Portable External Hard Drive, backup software with defense against ransomware, and password protection, USB-C and USB 3.1 - WDBFTM0050BBL-WESN","<a href=""https://www.amazon.com/dp/B07X46C64N"">WD 5TB My Passport Ultra, Blue, Portable External Hard Drive, backup software with defense against ransomware, and password protection, USB-C and USB 3.1 - WDBFTM0050BBL-WESN</a>","<a href=""https://www.amazon.com/dp/B07X46C64N"">WD 5TB My Passport Ultra, Blue, Portable External Hard Drive, backup software with defense against ransomware, and password protection, USB-C and USB 3.1 - WDBFTM0050BBL-WESN</a>",,,
$0.03 ,$25.00 ,$200 ,8 TB,2 years,"External 3.5""",HDD,New,BUFFALO DriveStation 8TB High Speed 7200RPM TAA Desktop External Hard Drive USB 3.2,"<a href=""https://www.amazon.com/dp/B01NBPIWCM"">BUFFALO DriveStation 8TB High Speed 7200RPM TAA Desktop External Hard Drive USB 3.2</a>",,,,
$0.03 ,$25.00 ,$200 ,8 TB,5 years,"Internal 3.5""",HDD,Used,"Seagate IronWolf Pro 8TB NAS Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage, Data Recovery Service – Frustration Free Packaging (ST8000NEZ01)","<a href=""https://www.amazon.com/dp/B084ZV1DN8"">Seagate IronWolf Pro 8TB NAS Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage, Data Recovery Service – Frustration Free Packaging (ST8000NEZ01)</a>","<a href=""https://www.amazon.com/dp/B084ZV1DN8"">Seagate IronWolf Pro 8TB NAS Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage, Data Recovery Service – Frustration Free Packaging (ST8000NEZ01)</a>",,,
$0.03 ,$25.00 ,$200 ,8 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital 8TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD85PURZ","<a href=""https://www.amazon.com/dp/B0CP314RM7"">Western Digital 8TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD85PURZ</a>","<a href=""https://www.amazon.com/dp/B0CP314RM7"">Western Digital 8TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD85PURZ</a>",,,
$0.03 ,$25.09 ,$602 ,24 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital 24TB WD Gold Enterprise Class SATA Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 512 MB Cache, 3.5"" - WD241KRYZ","<a href=""https://www.amazon.com/dp/B0CNT1RNZ8"">Western Digital 24TB WD Gold Enterprise Class SATA Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 512 MB Cache, 3.5"" - WD241KRYZ</a>",,,,
$0.03 ,$25.42 ,$38 ,1.5 TB,,Tape,LTO-5,New,HEWLETT PACKARD HP LTO5 Ultrium 3TB RW Data Tape,"<a href=""https://www.amazon.com/dp/B006Y8QJMK"">HEWLETT PACKARD HP LTO5 Ultrium 3TB RW Data Tape</a>",,,,
$0.03 ,$25.43 ,$203 ,8 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital 8TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 128 MB Cache, 3.5"" - WD84PURZ","<a href=""https://www.amazon.com/dp/B08XNL4CRM"">Western Digital 8TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 128 MB Cache, 3.5"" - WD84PURZ</a>","<a href=""https://www.amazon.com/dp/B08XNL4CRM"">Western Digital 8TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 128 MB Cache, 3.5"" - WD84PURZ</a>",,,
$0.03 ,$25.50 ,$255 ,10 TB,5 years,"Internal 3.5""",HDD,New,Toshiba N300 PRO 10TB Large-Sized Business NAS (up to 24 bays) 3.5-Inch Internal Hard Drive - Up to 300 TB/year Workload Rate CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWG51AXZSTB,"<a href=""https://www.amazon.com/dp/B09TQ6PPVZ"">Toshiba N300 PRO 10TB Large-Sized Business NAS (up to 24 bays) 3.5-Inch Internal Hard Drive - Up to 300 TB/year Workload Rate CMR SATA 6 GB/s 7200 RPM 512 MB Cache - HDWG51AXZSTB</a>",,,,
$0.03 ,$25.51 ,$64 ,50 GB x50,,Optical,BD-R,New,Hewlett Packard (HP) VBR260RP50SH1 Single Recording Blu-ray Disc BD-R 50GB 50 Sheets White Printerable Double Layer 1-6x Speed,"<a href=""https://www.amazon.com/dp/B0D5HKGWJW"">Hewlett Packard (HP) VBR260RP50SH1 Single Recording Blu-ray Disc BD-R 50GB 50 Sheets White Printerable Double Layer 1-6x Speed</a>",,,,
$0.03 ,$25.60 ,$256 ,10 TB,,"Internal 3.5""",HDD,New,Seagate Exos 7E10 ST10000NM017B 10 TB Hard Drive - Internal - SATA [SATA/600],"<a href=""https://www.amazon.com/dp/B09FH71SD7"">Seagate Exos 7E10 ST10000NM017B 10 TB Hard Drive - Internal - SATA [SATA/600]</a>","<a href=""https://www.amazon.com/dp/B09FH71SD7"">Seagate Exos 7E10 ST10000NM017B 10 TB Hard Drive - Internal - SATA [SATA/600]</a>",,,
$0.03 ,$25.62 ,$410 ,16 TB,,"External 3.5""",HDD,New,"LaCie d2 Professional 16TB, External Hard Drive, Black (STHA16000800)","<a href=""https://www.amazon.com/dp/B08CHM7PJZ"">LaCie d2 Professional 16TB, External Hard Drive, Black (STHA16000800)</a>","<a href=""https://www.amazon.com/dp/B08CHM7PJZ"">LaCie d2 Professional 16TB, External Hard Drive, Black (STHA16000800)</a>",,,
$0.03 ,$25.64 ,$359 ,14 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital 14TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 512 MB Cache, 3.5"" - WD140PURZ","<a href=""https://www.amazon.com/dp/B082LTQG89"">Western Digital 14TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 512 MB Cache, 3.5"" - WD140PURZ</a>",,,,
$0.03 ,$25.67 ,$308 ,12 TB,3 years,"External 3.5""",HDD,New,"SanDisk Professional 12TB G-Drive Enterprise-Class External Desktop Hard Drive - 7200RPM Ultrastar HDD Inside, USB-C (10Gbps), USB 3.2 Gen 2, Mac Ready - SDPHF1A-012T-NBAAD","<a href=""https://www.amazon.com/dp/B0BB8TPT2W"">SanDisk Professional 12TB G-Drive Enterprise-Class External Desktop Hard Drive - 7200RPM Ultrastar HDD Inside, USB-C (10Gbps), USB 3.2 Gen 2, Mac Ready - SDPHF1A-012T-NBAAD</a>","<a href=""https://www.amazon.com/dp/B0BB8TPT2W"">SanDisk Professional 12TB G-Drive Enterprise-Class External Desktop Hard Drive - 7200RPM Ultrastar HDD Inside, USB-C (10Gbps), USB 3.2 Gen 2, Mac Ready - SDPHF1A-012T-NBAAD</a>",,,
$0.03 ,$25.68 ,$15 ,600 GB,,Internal,SAS,Used,HGST Ultrastar C10K900 HUC109060CSS601 600 GB 2.5-inch SAS 6.0 Gbps Internal Hard Drive - 10K RPM (Renewed),"<a href=""https://www.amazon.com/dp/B07K8RXJJ1"">HGST Ultrastar C10K900 HUC109060CSS601 600 GB 2.5-inch SAS 6.0 Gbps Internal Hard Drive - 10K RPM (Renewed)</a>",,,,
$0.03 ,$25.75 ,$103 ,4 TB,3 months,"Internal 3.5""",HDD,Used,Seagate Constellation ES.3 ST4000NM0053 4TB SATA 6Gb/s 128MB Cache 7200RPM 3.5 inches Internal Enterprise Hard Drive (Renewed),"<a href=""https://www.amazon.com/dp/B079TG7FFS"">Seagate Constellation ES.3 ST4000NM0053 4TB SATA 6Gb/s 128MB Cache 7200RPM 3.5 inches Internal Enterprise Hard Drive (Renewed)</a>",,,,
