Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
kr4.632,kr4 632,kr579,25 GB x5,,Optical,BD-R,New,TDK BD-RE 25 GB 2 x hastighet 5 pack omskrivbara utskrivbara BluRay tomma skivor,"<a href=""https://www.amazon.se/dp/B003M6AGYY"">TDK BD-RE 25 GB 2 x hastighet 5 pack omskrivbara utskrivbara BluRay tomma skivor</a>"
kr4.662,kr4 662,kr1 865,400 GB,2 years,M.2,NVMe,New,Synology SNV3410 400GB M.2 2280 NVMe PCIe 3x4 SSD,"<a href=""https://www.amazon.se/dp/B09M756755"">Synology SNV3410 400GB M.2 2280 NVMe PCIe 3x4 SSD</a>"
kr4.703,kr4 703,kr1 129,240 GB,5 years,M.2,NVMe,New,Kingston Data Center DC1000B (SEDC1000BM8/240G) Enterprise NVMe SSD 240 GB M.2 2280,"<a href=""https://www.amazon.se/dp/B083VQN1QW"">Kingston Data Center DC1000B (SEDC1000BM8/240G) Enterprise NVMe SSD 240 GB M.2 2280</a>"
kr4.803,kr4 803,kr34,700 MB x10,,Optical,CD-R,New,HP CD-R 52X 10PK kaklåda HP 700MB,"<a href=""https://www.amazon.se/dp/B0044AG0JM"">HP CD-R 52X 10PK kaklåda HP 700MB</a>"
kr4.830,kr4 830,kr386,8 GB x10,5 years,microSD,Flash,New,"[10 x hög uthållighet] Gigastone industriellt 8 GB 10-pack MLC Micro SD-kort, Full HD-videoinspelning, instrumentkamera, övervakningskompatibel 85 MB/s, U1 C10, med adapter [5 års gratis","<a href=""https://www.amazon.se/dp/B08QTKXMLQ"">[10 x hög uthållighet] Gigastone industriellt 8 GB 10-pack MLC Micro SD-kort, Full HD-videoinspelning, instrumentkamera, övervakningskompatibel 85 MB/s, U1 C10, med adapter [5 års gratis</a>"
kr4.840,kr4 840,kr121,25 GB,,Optical,BD-R,New,"MediaRange BD-R 25 GB 6 gånger skrivhastighet, 10 kakebox, MR499, Cake 10","<a href=""https://www.amazon.se/dp/B002PDH76K"">MediaRange BD-R 25 GB 6 gånger skrivhastighet, 10 kakebox, MR499, Cake 10</a>"
kr4.844,kr4 844,kr155,32 GB,10 years,microSD,Flash,New,"SanDisk Ultra 32 GB microSDHC Memory Card + SD Adapter with A1 App Performance Up to 120 MB/s, Class 10, U1 (Twin Pack)","<a href=""https://www.amazon.se/dp/B08J4HJ98L"">SanDisk Ultra 32 GB microSDHC Memory Card + SD Adapter with A1 App Performance Up to 120 MB/s, Class 10, U1 (Twin Pack)</a>"
kr4.969,kr4 969,kr159,32 GB,,microSD,Flash,New,Transcend 32 GB SDXC/SDHC Klass 10 USH-I (Premium) Minneskort,"<a href=""https://www.amazon.se/dp/B00B1862ZW"">Transcend 32 GB SDXC/SDHC Klass 10 USH-I (Premium) Minneskort</a>"
kr5.058,kr5 058,kr12 646,2.5 TB,,Tape,LTO-6,New,"HP C7976BL LTO-6 Ultrium BaFe RW anpassad etiketterad datatron (6250 GB, 846 m)","<a href=""https://www.amazon.se/dp/B00COZ28PE"">HP C7976BL LTO-6 Ultrium BaFe RW anpassad etiketterad datatron (6250 GB, 846 m)</a>"
kr5.085,kr5 085,kr651,128 GB,,SD,Flash,New,"Lexar SDXC Professional 128 GB 1800x UHS-II GOLD-serien, klass 10, U3, V60 för 4K-videoinspelning, svart","<a href=""https://www.amazon.se/dp/B09MMYXS9D"">Lexar SDXC Professional 128 GB 1800x UHS-II GOLD-serien, klass 10, U3, V60 för 4K-videoinspelning, svart</a>"
kr5.087,kr5 087,kr254,50 GB,2 years,Optical,DVD-R,New,PRIMEON BD-R DL 50 GB/2-8x Cakebox (10 skivor) ultra-protect-disk yta,"<a href=""https://www.amazon.se/dp/B00ULAO50U"">PRIMEON BD-R DL 50 GB/2-8x Cakebox (10 skivor) ultra-protect-disk yta</a>"
kr5.119,kr5 119,kr61 425,12 TB,,Tape,LTO-8,New,Hewlett Packard Enterprise HPE LTO-8 Ultrium 30750 Int Tape Drive BC022A,"<a href=""https://www.amazon.se/dp/B07D3NMQ94"">Hewlett Packard Enterprise HPE LTO-8 Ultrium 30750 Int Tape Drive BC022A</a>"
kr5.120,kr5 120,kr128,25 GB,,Optical,DVD-R,New,"MediaRange MR515 BD-R 25 GB Skrivhastighet med 6 Fack, 25 Stycken","<a href=""https://www.amazon.se/dp/B017RZ79Y0"">MediaRange MR515 BD-R 25 GB Skrivhastighet med 6 Fack, 25 Stycken</a>"
kr5.219,kr5 219,kr7 829,1.5 TB,,Tape,LTO-5,New,"DELL LTO-5 Tejp – tomma datapejp (LTO, PowerEdge T410/T610 FS/T710 FS)","<a href=""https://www.amazon.se/dp/B00TDJRO8A"">DELL LTO-5 Tejp – tomma datapejp (LTO, PowerEdge T410/T610 FS/T710 FS)</a>"
kr5.232,kr5 232,kr1 339,256 GB,2 years,microSD,Flash,New,Sony SF-M256T minneskort 256GB SDXC UHS-II Class 10,"<a href=""https://www.amazon.se/dp/B07YNTW79T"">Sony SF-M256T minneskort 256GB SDXC UHS-II Class 10</a>"
kr5.234,kr5 234,kr670,128 GB,,SD,Flash,New,"SD UHS-II V60-kort på 128 GB – skrivhastighet på upp till 130 MB/s, läshastighet på 250 MB/s, för professionella vloggare, filmskapare, fotografer & innehållsskapare, av Prograde Digital","<a href=""https://www.amazon.se/dp/B07TDNPXV1"">SD UHS-II V60-kort på 128 GB – skrivhastighet på upp till 130 MB/s, läshastighet på 250 MB/s, för professionella vloggare, filmskapare, fotografer & innehållsskapare, av Prograde Digital</a>"
kr5.264,kr5 264,kr790,50 GB x3,,Optical,BD-RE,New,"TDK Blu-ray BD-RE DL (dubbla lager) skrivbar disk 50 GB 2 x hastighet 3 pack | Blu-ray Disc skrivbart format ver. 2,1 (japansk import)","<a href=""https://www.amazon.se/dp/B003M6AGW6"">TDK Blu-ray BD-RE DL (dubbla lager) skrivbar disk 50 GB 2 x hastighet 3 pack | Blu-ray Disc skrivbart format ver. 2,1 (japansk import)</a>"
kr5.325,kr5 325,kr532,100 GB,2 years,Optical,BD-RE,New,Verbatim M DISC BDXL 100 GB 6X med märkesyta tom Blu-ray-inspelningsbar media – 1 pack smyckeskrin,"<a href=""https://www.amazon.se/dp/B011PGT2FQ"">Verbatim M DISC BDXL 100 GB 6X med märkesyta tom Blu-ray-inspelningsbar media – 1 pack smyckeskrin</a>"
kr5.330,kr5 330,kr93,700 MB x25,,Optical,CD-R,New,"Philips CD-R ämnen skrivbara (700 MB/80 minuter, 52 x hastighet, 25 spindel, vit bläckstråleskrivare)","<a href=""https://www.amazon.se/dp/B0009X3Y0G"">Philips CD-R ämnen skrivbara (700 MB/80 minuter, 52 x hastighet, 25 spindel, vit bläckstråleskrivare)</a>"
kr5.373,kr5 373,kr134,25 GB,,Optical,BD-R,New,"Verbatim DataLife BD-R BD-R 25 GB 1 styck – tomma Blu-Ray Discs (BD-R, 120 mm, 25 GB, 6x, Smyckeskrin, 1 styck","<a href=""https://www.amazon.se/dp/B071X9422J"">Verbatim DataLife BD-R BD-R 25 GB 1 styck – tomma Blu-Ray Discs (BD-R, 120 mm, 25 GB, 6x, Smyckeskrin, 1 styck</a>"
kr5.405,kr5 405,kr189,700 MB x50,,Optical,CD-R,New,"Maxell CD-R 80, bläckstråleskrivare vit, Shrink 50","<a href=""https://www.amazon.se/dp/B00NXQ7OYS"">Maxell CD-R 80, bläckstråleskrivare vit, Shrink 50</a>"
kr5.422,kr5 422,kr136,25 GB,,Optical,DVD-R,New,"MediaRange BD-RE 25 GB 2 gånger skrivhastighet, återskrivbar, 10 cakebox","<a href=""https://www.amazon.se/dp/B00SX91AFY"">MediaRange BD-RE 25 GB 2 gånger skrivhastighet, återskrivbar, 10 cakebox</a>"
kr5.686,kr5 686,kr199,700 MB x50,,Optical,CD-R,New,"PRIMEON CD-R 80 Min/700 MB/52 x Cakebox (50 skiva), silverskyddsskiva yta","<a href=""https://www.amazon.se/dp/B00P6N1S4S"">PRIMEON CD-R 80 Min/700 MB/52 x Cakebox (50 skiva), silverskyddsskiva yta</a>"
kr5.798,kr5 798,kr696,120 GB,,Internal,SSD,Used,"SIMPLETEK - 120 GB mSATA 1.8"" intern hårddisk | Perfekt för bärbara datorer och netbooks (renoverad)","<a href=""https://www.amazon.se/dp/B0DP5DGVPJ"">SIMPLETEK - 120 GB mSATA 1.8"" intern hårddisk | Perfekt för bärbara datorer och netbooks (renoverad)</a>"
kr5.844,kr5 844,kr374,64 GB,2 years,USB,Flash,New,SanDisk iXpand Flash Drive Luxe 64GB 2-in-1 Lightning & USB Type-C connectors for your iPhone and iPad,"<a href=""https://www.amazon.se/dp/B08JCX12SK"">SanDisk iXpand Flash Drive Luxe 64GB 2-in-1 Lightning & USB Type-C connectors for your iPhone and iPad</a>"
kr5.921,kr5 921,kr278,4.7 GB x10,,Optical,DVD-RW,New,"DVD R Blank Disc 4,7 GB 16X Höghastighets Multipurpose Media med 4,7 GB Lagringskapacitet och Lång Lagringstid föR Musikvideofoton (10 ST)","<a href=""https://www.amazon.se/dp/B0CHDMCRW5"">DVD R Blank Disc 4,7 GB 16X Höghastighets Multipurpose Media med 4,7 GB Lagringskapacitet och Lång Lagringstid föR Musikvideofoton (10 ST)</a>"
kr5.962,kr5 962,kr2 385,400 GB,,Tape,LTO-3,New,Dell - Kundkit - lto ultrium worm 8x1-12 tb 440-bbio,"<a href=""https://www.amazon.se/dp/B09S15DB8Z"">Dell - Kundkit - lto ultrium worm 8x1-12 tb 440-bbio</a>"
kr5.973,kr5 973,kr1 529,256 GB,,Internal,SSD,New,"LITE-ON SSD 256 GB, 2,5"" Technology Corp LCS-256M6S SATA III 6 Gbps","<a href=""https://www.amazon.se/dp/B0DGTVQZXF"">LITE-ON SSD 256 GB, 2,5"" Technology Corp LCS-256M6S SATA III 6 Gbps</a>","<a href=""https://www.amazon.se/dp/B0DGTVQZXF"">LITE-ON SSD 256 GB, 2,5"" Technology Corp LCS-256M6S SATA III 6 Gbps</a>"
kr6.058,kr6 058,kr3 102,512 GB,,microSD,Flash,New,"Sabret CFexpress typ B pro minneskort 512 GB, raket CFX, cf expresshastigheter upp till R1800 MB/s W1700 MB/s, kompatibel med DSLR-kameror för professionella fotografer och videografer (CF-XXIT-512)","<a href=""https://www.amazon.se/dp/B0BZFM667V"">Sabret CFexpress typ B pro minneskort 512 GB, raket CFX, cf expresshastigheter upp till R1800 MB/s W1700 MB/s, kompatibel med DSLR-kameror för professionella fotografer och videografer (CF-XXIT-512)</a>"
kr6.112,kr6 112,kr49,8 GB,2 years,USB,Flash,New,"Intenso 3503460 USB-minne Baslinje, 8GB, Silver","<a href=""https://www.amazon.se/dp/B00186FSW0"">Intenso 3503460 USB-minne Baslinje, 8GB, Silver</a>"
kr6.162,kr6 162,kr789,128 GB,,microSD,Flash,New,Lexar 128 GB professionellt 1 800 x UHS-II SDXC-minneskort (guldserien),"<a href=""https://www.amazon.se/dp/B0B2P9FM18"">Lexar 128 GB professionellt 1 800 x UHS-II SDXC-minneskort (guldserien)</a>"
kr6.197,kr6 197,kr6 197,1 TB,5 years,M.2,NVMe,New,"Western Digital WD_BLACK WDBA3U0010BBK-EESN NVMe SSD, Svart, 1 TB","<a href=""https://www.amazon.se/dp/B08HJ8X2XR"">Western Digital WD_BLACK WDBA3U0010BBK-EESN NVMe SSD, Svart, 1 TB</a>"
kr6.226,kr6 226,kr218,700 MB x50,,Optical,CD-R,New,"Primeon 2761105 CD-R tomma skivor (80 minuter, 700MB, 52x kakbox spindel, 50)","<a href=""https://www.amazon.se/dp/B00P6MG8IU"">Primeon 2761105 CD-R tomma skivor (80 minuter, 700MB, 52x kakbox spindel, 50)</a>"
kr6.250,kr6 250,kr3 200,512 GB,,USB,Flash,New,Kingston IronKey Keypad 200 Type -A hårdvarukrypterad USB-flashenhet FIPS 140-3 nivå 3 (väntande) med XTS-AES 256-bitars hårdvarukryptering - IKKP200/512GB,"<a href=""https://www.amazon.se/dp/B0DJ32C5LP"">Kingston IronKey Keypad 200 Type -A hårdvarukrypterad USB-flashenhet FIPS 140-3 nivå 3 (väntande) med XTS-AES 256-bitars hårdvarukryptering - IKKP200/512GB</a>"
kr6.557,kr6 557,kr2 623,400 GB,,Tape,LTO-3,New,Dell HC591 certifierad förseglad 400/800 GB LTO3 mediakejp patron – ett paket,"<a href=""https://www.amazon.se/dp/B00FRGSG44"">Dell HC591 certifierad förseglad 400/800 GB LTO3 mediakejp patron – ett paket</a>"
kr6.859,kr6 859,kr48,700 MB x10,,Optical,CD-R,New,Verbatim CD-R Extra skydd 700 MB CD-tomma – perfekt för foto- och videoinspelning – kompatibel med alla vanliga CD-enheter – paket med 10 spindel,"<a href=""https://www.amazon.se/dp/B004VREDU6"">Verbatim CD-R Extra skydd 700 MB CD-tomma – perfekt för foto- och videoinspelning – kompatibel med alla vanliga CD-enheter – paket med 10 spindel</a>"
kr6.875,kr6 875,kr55,8 GB,,USB,Flash,New,"Verbatim PinStripe USB-minne 8 GB, USB 2.0, USB-minnen, för bärbar dator Notebook Ultrabook TV bilradio, USB 2.0-sticka, datasticka med skjutmekanism, svart","<a href=""https://www.amazon.se/dp/B002W5O3PY"">Verbatim PinStripe USB-minne 8 GB, USB 2.0, USB-minnen, för bärbar dator Notebook Ultrabook TV bilradio, USB 2.0-sticka, datasticka med skjutmekanism, svart</a>"
kr6.936,kr6 936,kr111,16 GB,,microSD,Flash,New,SDHC | 16 GB UHS-I Class1 | Minneskort | C10 - (533x/80Mb/s),"<a href=""https://www.amazon.se/dp/B0163ZHGCK"">SDHC | 16 GB UHS-I Class1 | Minneskort | C10 - (533x/80Mb/s)</a>"
kr6.978,kr6 978,kr223,32 GB,,SD,Flash,New,"SanDisk Extreme Plus 32 GB SDHC Memory Card, Twin Pack, Up to 90 MB/s, Class 10, U3, V30","<a href=""https://www.amazon.se/dp/B01K3X3HD0"">SanDisk Extreme Plus 32 GB SDHC Memory Card, Twin Pack, Up to 90 MB/s, Class 10, U3, V30</a>"
kr7.113,kr7 113,kr178,25 GB,,Optical,BD-R,New,"Traxdata 90L753ITRA006 tomma Blu-Ray Disc BD-R 25 GB 10 stycken – tomma Blu-Ray Discs (BD-R, 25 GB, 120 mm, polykarbonat, 4x, 4x)","<a href=""https://www.amazon.se/dp/B003HD65SS"">Traxdata 90L753ITRA006 tomma Blu-Ray Disc BD-R 25 GB 10 stycken – tomma Blu-Ray Discs (BD-R, 25 GB, 120 mm, polykarbonat, 4x, 4x)</a>"
kr7.125,kr7 125,kr285,8 GB x5,,SD,Flash,New,Silicon Power 8GB 5-Pack SDHC Class 10 Flash Memory Card,"<a href=""https://www.amazon.se/dp/B0BH8NWDNV"">Silicon Power 8GB 5-Pack SDHC Class 10 Flash Memory Card</a>"
kr7.132,kr7 132,kr228,32 GB,,microSD,Flash,New,"SanDisk Extreme 32 GB microSDhC Memory Card for Action Cameras and Drones with A1 App Performance up to 100 MB/s, Class 10, U3, V30 - Twin Pack","<a href=""https://www.amazon.se/dp/B06XYR6XM2"">SanDisk Extreme 32 GB microSDhC Memory Card for Action Cameras and Drones with A1 App Performance up to 100 MB/s, Class 10, U3, V30 - Twin Pack</a>"
kr7.310,kr7 310,kr117,16 GB,,microSD,Flash,New,Överstiga 16 GB SDXC/SDHC Class 10 (Premium) minneskort,"<a href=""https://www.amazon.se/dp/B002WE4HE2"">Överstiga 16 GB SDXC/SDHC Class 10 (Premium) minneskort</a>"
kr7.578,kr7 578,kr1 819,240 GB,3 years,External,SSD,New,"iStorage diskAshur M2 240GB – PIN authenticated, hardware encrypted USB 3.2 portable SSD. Ultra-fast, FIPS compliant, Rugged & Portable.","<a href=""https://www.amazon.se/dp/B08MLGC1M6"">iStorage diskAshur M2 240GB – PIN authenticated, hardware encrypted USB 3.2 portable SSD. Ultra-fast, FIPS compliant, Rugged & Portable.</a>"
kr7.726,kr7 726,kr19 314,2.5 TB,,Tape,LTO-6,New,"HP C7976AF LTO-6 Ultrium MP RFID RW anpassad märkt tom datatejp (6250 GB, 846 m)","<a href=""https://www.amazon.se/dp/B00COZ28KO"">HP C7976AF LTO-6 Ultrium MP RFID RW anpassad märkt tom datatejp (6250 GB, 846 m)</a>"
kr7.791,kr7 791,kr195,25 GB,,Optical,BD-RE,New,"Verbatim BD-R 25GB 6X ,","<a href=""https://www.amazon.se/dp/B002OSXRLU"">Verbatim BD-R 25GB 6X ,</a>"
kr7.954,kr7 954,kr2 386,300 GB,,Internal,SAS,New,"AL14SEB030N Toshiba 300GB 10K 2,5 tum SAS 12 Gb/s 10500 RPM 128MB 512n AL14 Enterprise HDD för Dell HP Lenovo Supermicro Server hårddisk","<a href=""https://www.amazon.se/dp/B09R72SGFM"">AL14SEB030N Toshiba 300GB 10K 2,5 tum SAS 12 Gb/s 10500 RPM 128MB 512n AL14 Enterprise HDD för Dell HP Lenovo Supermicro Server hårddisk</a>"
kr8.000,kr8 000,kr200,25 GB,,Optical,DVD-R,New,MediaRange BD-R 25 GB 6-faldig skrivhastighet,"<a href=""https://www.amazon.se/dp/B017RYXT9A"">MediaRange BD-R 25 GB 6-faldig skrivhastighet</a>"
kr8.019,kr8 019,kr64,8 GB,2 years,microSD,Flash,New,"Transcend TS8GUSD500S 8GB | microSDHC I, C10, U1 microSD - 95/25 MB/s","<a href=""https://www.amazon.se/dp/B07BSNTQZJ"">Transcend TS8GUSD500S 8GB | microSDHC I, C10, U1 microSD - 95/25 MB/s</a>"
kr8.320,kr8 320,kr1 065,128 GB,2 years,microSD,Flash,New,Kingston Canvas React Plus 128 GB SDXC minneskort UHS-II 300R/260W U3 V90 för Full HD/4K/8K - SDR2/128GB,"<a href=""https://www.amazon.se/dp/B09XC3D96V"">Kingston Canvas React Plus 128 GB SDXC minneskort UHS-II 300R/260W U3 V90 för Full HD/4K/8K - SDR2/128GB</a>"
kr8.392,kr8 392,kr2 518,300 GB,,Internal,SAS,New,"DELL 400-ATII intern hårddisk 2,5 tum 300 GB SAS – interna hårddiskar (2,5 tum, 300 GB, 15 000 RPM)","<a href=""https://www.amazon.se/dp/B077PG7JCQ"">DELL 400-ATII intern hårddisk 2,5 tum 300 GB SAS – interna hårddiskar (2,5 tum, 300 GB, 15 000 RPM)</a>","<a href=""https://www.amazon.se/dp/B077PG7JCQ"">DELL 400-ATII intern hårddisk 2,5 tum 300 GB SAS – interna hårddiskar (2,5 tum, 300 GB, 15 000 RPM)</a>"
kr8.504,kr8 504,kr1 088,128 GB,,microSD,Flash,New,"Lexar SILVER PRO SD-kort 2 x 128 GB, UHS-II SD-minneskort, V60, U3, C10, upp till 280 MB/s läsning/120 MB/s skriva, SDXC-kort för DSLR/kamera/professionell fotograf/videograf/entusiaster","<a href=""https://www.amazon.se/dp/B0DCB6NJQ2"">Lexar SILVER PRO SD-kort 2 x 128 GB, UHS-II SD-minneskort, V60, U3, C10, upp till 280 MB/s läsning/120 MB/s skriva, SDXC-kort för DSLR/kamera/professionell fotograf/videograf/entusiaster</a>"
kr8.516,kr8 516,kr272,32 GB,2 years,Internal,SSD,New,Transcend MSA370S 32GB SATA III 6Gb/s mSATA Internal Solid State Drive (SSD) MLC NAND (TS32GMSA370S),"<a href=""https://www.amazon.se/dp/B08BXCZ19Z"">Transcend MSA370S 32GB SATA III 6Gb/s mSATA Internal Solid State Drive (SSD) MLC NAND (TS32GMSA370S)</a>"
kr8.686,kr8 686,kr1 846,8.5 GB x25,,Optical,DVD-RW,New,"Verbatim DVD+R DL dubbla lager 8,5 GB 8X LifeSeries - 25 pk spindel 71122","<a href=""https://www.amazon.se/dp/B0BJ59HXBD"">Verbatim DVD+R DL dubbla lager 8,5 GB 8X LifeSeries - 25 pk spindel 71122</a>"
kr8.828,kr8 828,kr565,64 GB,2 years,SD,Flash,New,"Transcend TS64GSDC700S 64GB | SDHC II, V90, C10, U3 SD - 285/180 MB/s","<a href=""https://www.amazon.se/dp/B07DSV9HG2"">Transcend TS64GSDC700S 64GB | SDHC II, V90, C10, U3 SD - 285/180 MB/s</a>"
kr8.846,kr8 846,kr208,4.7 GB x5,,Optical,DVD-RW,New,"Verbatim® DVD-RW, Jewelcase, återskrivbar, 4,7 GB, 120 min, 4 x (5 stycken), du får 1 förpackning med 5 stycken","<a href=""https://www.amazon.se/dp/B088KCW8C5"">Verbatim® DVD-RW, Jewelcase, återskrivbar, 4,7 GB, 120 min, 4 x (5 stycken), du får 1 förpackning med 5 stycken</a>"
kr8.891,kr8 891,kr2 276,256 GB,,CFexpress,Flash,New,ProGrade Digital Memory Card - CFexpress 4.0 Type B for Cameras | Optimized for Express File Transfer and Large Storage | 256GB Gold Series,"<a href=""https://www.amazon.se/dp/B0D2FF8WVW"">ProGrade Digital Memory Card - CFexpress 4.0 Type B for Cameras | Optimized for Express File Transfer and Large Storage | 256GB Gold Series</a>"
kr9.040,kr9 040,kr42,4.7 GB,,Optical,DVD-RW,New,"DVD-RW 4,7 GB 4X Hastighet 120 min","<a href=""https://www.amazon.se/dp/B0DHDBBFYB"">DVD-RW 4,7 GB 4X Hastighet 120 min</a>"
kr9.055,kr9 055,kr36,4 GB,,USB,Flash,New,"Intenso 3500450 Micro Line USB-minne 4GB, Svart","<a href=""https://www.amazon.se/dp/B00372BC4G"">Intenso 3500450 Micro Line USB-minne 4GB, Svart</a>"
kr9.095,kr9 095,kr159,700 MB x25,,Optical,CD-R,New,"CD-R 900MB|100 min 48 gånger skrivhastighet, fullt utskrivbar (bläckstråleskrivare), 25 kakebox","<a href=""https://www.amazon.se/dp/B000VS3CPQ"">CD-R 900MB|100 min 48 gånger skrivhastighet, fullt utskrivbar (bläckstråleskrivare), 25 kakebox</a>"
kr9.108,kr9 108,kr291,32 GB,2 years,microSD,Flash,New,Kingston Canvas React Plus 32 GB SDHC minneskort UHS-II 300R/260W U3 V90 för Full HD/4K/8K - SDR2/32 GB,"<a href=""https://www.amazon.se/dp/B09XC4HTFY"">Kingston Canvas React Plus 32 GB SDHC minneskort UHS-II 300R/260W U3 V90 för Full HD/4K/8K - SDR2/32 GB</a>"
kr9.411,kr9 411,kr235,25 GB,2 years,Optical,BD-R,New,Philips Blu-Ray inspelningsbar 25 GB 6 x JC (5),"<a href=""https://www.amazon.se/dp/B0056C7A6Y"">Philips Blu-Ray inspelningsbar 25 GB 6 x JC (5)</a>"
kr9.412,kr9 412,kr80,8.5 GB,,Optical,DVD-RW,New,"Intenso DVD+R 8,5 GB Dubbelskikt 8 x Hastighet 10 stycken","<a href=""https://www.amazon.se/dp/B000MHW1C6"">Intenso DVD+R 8,5 GB Dubbelskikt 8 x Hastighet 10 stycken</a>"
kr9.500,kr9 500,kr76,8 GB,2 years,SD,Flash,New,"Transcend TS8GSDC300S 8GB | SDHC, C10, 20/10 MB/s","<a href=""https://www.amazon.se/dp/B07JHGX99K"">Transcend TS8GSDC300S 8GB | SDHC, C10, 20/10 MB/s</a>"
kr9.888,kr9 888,kr247,25 GB,,Optical,BD-R,New,"BD-R 25 GB 6 gånger skrivhastighet, heltäckande tryck (bläckstråleskrivare), helt metalliserad, 25 st. Cakebox","<a href=""https://www.amazon.se/dp/B071WTKM76"">BD-R 25 GB 6 gånger skrivhastighet, heltäckande tryck (bläckstråleskrivare), helt metalliserad, 25 st. Cakebox</a>"
kr10.10,kr10 103,kr1 293,128 GB,,microSD,Flash,New,"SABRENT SD-kort 128 GB v90, sdxc-kort uhs ii, SD-minneskort klass 10, u3, R280MB/s W250 MB/s Full HD Ultra 8K (SD-TL90-128 GB)","<a href=""https://www.amazon.se/dp/B09WLWWL9B"">SABRENT SD-kort 128 GB v90, sdxc-kort uhs ii, SD-minneskort klass 10, u3, R280MB/s W250 MB/s Full HD Ultra 8K (SD-TL90-128 GB)</a>"
kr10.20,kr10 203,kr1 306,128 GB,2 years,Compact,Flash,New,SanDisk SDCFXPS-128G-X46 Extreme Pro 128 GB 160 MB/s CompactFlash Memory Card - Black/Gold/Red,"<a href=""https://www.amazon.se/dp/B00ECEVGN0"">SanDisk SDCFXPS-128G-X46 Extreme Pro 128 GB 160 MB/s CompactFlash Memory Card - Black/Gold/Red</a>"
kr10.26,kr10 264,kr180,700 MB x25,,Optical,CD-R,New,"MediaRange MR202 disketter och enheter, Cd's CD-R 25er spindel print","<a href=""https://www.amazon.se/dp/B00OD1TQ8Y"">MediaRange MR202 disketter och enheter, Cd's CD-R 25er spindel print</a>"
kr10.36,kr10 360,kr518,50 GB,,Optical,BD-RE,New,"MediaRange BD-R Dual Layer 50 GB 6-faldig skrivhastighet, fullt utskrivbar, 25 Cakebox","<a href=""https://www.amazon.se/dp/B017RZ5AEG"">MediaRange BD-R Dual Layer 50 GB 6-faldig skrivhastighet, fullt utskrivbar, 25 Cakebox</a>"
kr10.56,kr10 559,kr338,32 GB,,microSD,Flash,New,"Kingston MicroSD Canvas React SDCR 32 GB klass 10 minneskort med adapter, idealisk för serieinspelning och 4K-video","<a href=""https://www.amazon.se/dp/B079Q8CJ1W"">Kingston MicroSD Canvas React SDCR 32 GB klass 10 minneskort med adapter, idealisk för serieinspelning och 4K-video</a>"
kr10.70,kr10 704,kr535,50 GB,,Optical,BD-R,New,"Professionell linje BD-R dubbla lager 50 GB 6 x hastighet, termisk återöverföring full yta tryckbar, proselect vit, bred sputtered, kaka 25","<a href=""https://www.amazon.se/dp/B077Y9N49C"">Professionell linje BD-R dubbla lager 50 GB 6 x hastighet, termisk återöverföring full yta tryckbar, proselect vit, bred sputtered, kaka 25</a>"
kr10.73,kr10 733,kr1 374,128 GB,,SD,Flash,New,Emtec SpeedIN Pro 128 Go SDXC UHS-II Classe 10,"<a href=""https://www.amazon.se/dp/B0B6D6NK7V"">Emtec SpeedIN Pro 128 Go SDXC UHS-II Classe 10</a>"
kr10.96,kr10 955,kr1 402,128 GB,,microSD,Flash,New,"Lexar Professional 2000x 128 GB SD Kort, SDXC UHS-II Minneskort w/o-läsare, Upp till 300MB/s läsning, för DSLR, videokameror i biokvalitet (LSD2000128G-BNNAG)","<a href=""https://www.amazon.se/dp/B08H1GH74D"">Lexar Professional 2000x 128 GB SD Kort, SDXC UHS-II Minneskort w/o-läsare, Upp till 300MB/s läsning, för DSLR, videokameror i biokvalitet (LSD2000128G-BNNAG)</a>"
kr11.17,kr11 171,kr2 860,256 GB,,microSD,Flash,New,"SABRENT SD-kort 256 GB v90, sdxc kort uhs ii, SD-minneskort klass 10, u3, R280 MB/s W250 MB/s Full HD Ultra 8K (SD-TL90-256 GB)","<a href=""https://www.amazon.se/dp/B09WLWJGK2"">SABRENT SD-kort 256 GB v90, sdxc kort uhs ii, SD-minneskort klass 10, u3, R280 MB/s W250 MB/s Full HD Ultra 8K (SD-TL90-256 GB)</a>"
kr11.43,kr11 431,kr1 143,100 GB,,Optical,BD-R,New,"Sony 3BNE3VCPS2 BD-RE 100GB 3 styck Blu-Ray-skiva - Blu-ray-tomma skivor (BD-RE, 120 mm, 100 GB, 2X, litet fodral, 3 stycken))","<a href=""https://www.amazon.se/dp/B00XQMWBVU"">Sony 3BNE3VCPS2 BD-RE 100GB 3 styck Blu-Ray-skiva - Blu-ray-tomma skivor (BD-RE, 120 mm, 100 GB, 2X, litet fodral, 3 stycken))</a>"
kr11.44,kr11 443,kr732,64 GB,,microSD,Flash,New,"Lexar SILVER PRO SD-kort 2 x 64 GB, UHS-II SD-minneskort, V60, U3, C10, upp till 280 MB/s läsning, 130 MB/s skriva, SDXC-kort för DSLR/kamera/professionell fotograf/videograf/entusiaster","<a href=""https://www.amazon.se/dp/B0DCBGLX4F"">Lexar SILVER PRO SD-kort 2 x 64 GB, UHS-II SD-minneskort, V60, U3, C10, upp till 280 MB/s läsning, 130 MB/s skriva, SDXC-kort för DSLR/kamera/professionell fotograf/videograf/entusiaster</a>"
